PassengerId,Survived,Pclass,Embarked,Cabin,Ticket,Fare
761,0,3,S,,358585,14.5
762,0,3,S,,SOTON/O2 3101272,7.125
763,1,3,C,,2663,7.2292
764,1,1,S,B96 B98,113760,120.0
765,0,3,S,,347074,7.775
766,1,1,S,D11,13502,77.9583
767,0,1,C,,112379,39.6
768,0,3,Q,,364850,7.75
769,0,3,Q,,371110,24.15
770,0,3,S,,8471,8.3625
771,0,3,S,,345781,9.5
772,0,3,S,,350047,7.8542
773,0,2,S,E77,S.O./P.P. 3,10.5
774,0,3,C,,2674,7.225
775,1,2,S,,29105,23.0
776,0,3,S,,347078,7.75
777,0,3,Q,F38,383121,7.75
778,1,3,S,,364516,12.475
779,0,3,Q,,36865,7.7375
780,1,1,S,B3,24160,211.3375
781,1,3,C,,2687,7.2292
782,1,1,S,B20,17474,57.0
783,0,1,S,D6,113501,30.0
784,0,3,S,,W./C. 6607,23.45
785,0,3,S,,SOTON/O.Q. 3101312,7.05
786,0,3,S,,374887,7.25
787,1,3,S,,3101265,7.4958
788,0,3,Q,,382652,29.125
789,1,3,S,,C.A. 2315,20.575
790,0,1,C,B82 B84,PC 17593,79.2
791,0,3,Q,,12460,7.75
792,0,2,S,,239865,26.0
793,0,3,S,,CA. 2343,69.55
794,0,1,C,,PC 17600,30.6958
795,0,3,S,,349203,7.8958
796,0,2,S,,28213,13.0
797,1,1,S,D17,17465,25.9292
798,1,3,S,,349244,8.6833
799,0,3,C,,2685,7.2292
800,0,3,S,,345773,24.15
801,0,2,S,,250647,13.0
802,1,2,S,,C.A. 31921,26.25
803,1,1,S,B96 B98,113760,120.0
804,1,3,C,,2625,8.5167
805,1,3,S,,347089,6.975
806,0,3,S,,347063,7.775
807,0,1,S,A36,112050,0.0
808,0,3,S,,347087,7.775
809,0,2,S,,248723,13.0
810,1,1,S,E8,113806,53.1
811,0,3,S,,3474,7.8875
812,0,3,S,,A/4 48871,24.15
813,0,2,S,,28206,10.5
814,0,3,S,,347082,31.275
815,0,3,S,,364499,8.05
816,0,1,S,B102,112058,0.0
817,0,3,S,,STON/O2. 3101290,7.925
818,0,2,C,,S.C./PARIS 2079,37.0042
819,0,3,S,,C 7075,6.45
820,0,3,S,,347088,27.9
821,1,1,S,B69,12749,93.5
822,1,3,S,,315098,8.6625
823,0,1,S,,19972,0.0
824,1,3,S,E121,392096,12.475
825,0,3,S,,3101295,39.6875
826,0,3,Q,,368323,6.95
827,0,3,S,,1601,56.4958
828,1,2,C,,S.C./PARIS 2079,37.0042
829,1,3,Q,,367228,7.75
830,1,1,,B28,113572,80.0
831,1,3,C,,2659,14.4542
832,1,2,S,,29106,18.75
833,0,3,C,,2671,7.2292
834,0,3,S,,347468,7.8542
835,0,3,S,,2223,8.3
836,1,1,C,E49,PC 17756,83.1583
837,0,3,S,,315097,8.6625
838,0,3,S,,392092,8.05
839,1,3,S,,1601,56.4958
840,1,1,C,C47,11774,29.7
841,0,3,S,,SOTON/O2 3101287,7.925
842,0,2,S,,S.O./P.P. 3,10.5
843,1,1,C,,113798,31.0
844,0,3,C,,2683,6.4375
845,0,3,S,,315090,8.6625
846,0,3,S,,C.A. 5547,7.55
847,0,3,S,,CA. 2343,69.55
848,0,3,C,,349213,7.8958
849,0,2,S,,248727,33.0
850,1,1,C,C92,17453,89.1042
851,0,3,S,,347082,31.275
852,0,3,S,,347060,7.775
853,0,3,C,,2678,15.2458
854,1,1,S,D28,PC 17592,39.4
855,0,2,S,,244252,26.0
856,1,3,S,,392091,9.35
857,1,1,S,,36928,164.8667
858,1,1,S,E17,113055,26.55
859,1,3,C,,2666,19.2583
860,0,3,C,,2629,7.2292
861,0,3,S,,350026,14.1083
862,0,2,S,,28134,11.5
863,1,1,S,D17,17466,25.9292
864,0,3,S,,CA. 2343,69.55
865,0,2,S,,233866,13.0
866,1,2,S,,236852,13.0
867,1,2,C,,SC/PARIS 2149,13.8583
868,0,1,S,A24,PC 17590,50.4958
869,0,3,S,,345777,9.5
870,1,3,S,,347742,11.1333
871,0,3,S,,349248,7.8958
872,1,1,S,D35,11751,52.5542
873,0,1,S,B51 B53 B55,695,5.0
874,0,3,S,,345765,9.0
875,1,2,C,,P/PP 3381,24.0
876,1,3,C,,2667,7.225
877,0,3,S,,7534,9.8458
878,0,3,S,,349212,7.8958
879,0,3,S,,349217,7.8958
880,1,1,C,C50,11767,83.1583
881,1,2,S,,230433,26.0
882,0,3,S,,349257,7.8958
883,0,3,S,,7552,10.5167
884,0,2,S,,C.A./SOTON 34068,10.5
885,0,3,S,,SOTON/OQ 392076,7.05
886,0,3,Q,,382652,29.125
887,0,2,S,,211536,13.0
888,1,1,S,B42,112053,30.0
889,0,3,S,,W./C. 6607,23.45
890,1,1,C,C148,111369,30.0
891,0,3,Q,,370376,7.75
